section;9;noun;a1
people;9;noun;a1
job;9;noun;a1
upright;9;adj;other
uniform;9;adj;a2
several;9;adj;a2
seven;9;adj;a1
another;9;adj;a1
far;9;adj;a1
half;9;adj;a1
associate;8;verb;b2
spread;8;verb;b1
worry;8;verb;a2
shut;8;verb;a2
pull;8;verb;a2
sign;8;verb;a2
catch;8;verb;a2
shout;8;verb;a2
watch;8;verb;a1
finish;8;verb;a1
mouth;8;verb;a1
light;8;verb;a1
travel;8;verb;a1
lose;8;verb;a1
present;8;verb;a1
slightly;8;undef;b1
yes;8;undef;a1
come back;8;phrverb;other
go back;8;phrverb;other
doorway;8;noun;other
maid;8;noun;other
domain;8;noun;c1
pleasure;8;noun;b1
intention;8;noun;b1
peace;8;noun;a2
dish;8;noun;a1
conversation;8;noun;a1
office;8;noun;a1
meal;8;noun;a1
loud;8;adj;a2
kind;8;adj;a1
key;8;adj;a1
easy;8;adj;a1
different;8;adj;a1
outside;8;adj;a1
slam;7;verb;c1
concern;7;verb;b2
scream;7;verb;b2
lower;7;verb;b2
alarm;7;verb;b1
calm;7;verb;b1
tax;7;verb;b1
volunteer;7;verb;b1
sight;7;verb;b1
stick;7;verb;b1
allow;7;verb;a2
smile;7;verb;a2
cry;7;verb;a2
disappear;7;verb;a2
surprise;7;verb;a2
grind;7;verb;a2
chance;7;verb;a2
draw;7;verb;a1
order;7;verb;a1
carry;7;verb;a1
tire;7;verb;a1
near;7;verb;a1
spend;7;verb;a1
man;7;verb;a1
fly;7;verb;a1
question;7;verb;a1
ebooks;7;undef;other
hurriedly;7;undef;other
earlier;7;undef;other
fully;7;undef;b2
totally;7;undef;b1
simply;7;undef;b1
whenever;7;undef;b1
actually;7;undef;a2
instead;7;undef;a2
sometimes;7;undef;a1
go to;7;phrverb;other
make it;7;phrverb;other
come into;7;phrverb;other
holder;7;noun;other
strength;7;noun;b1
ceiling;7;noun;b1
hall;7;noun;a2
employee;7;noun;a2
direction;7;noun;a2
explanation;7;noun;a2
movement;7;noun;a2
maybe;7;noun;a1
many;7;noun;a1
music;7;noun;a1
doctor;7;noun;a1
individual;7;adj;a2
serious;7;adj;a2
nice;7;adj;a1
white;7;adj;a1
difficult;7;adj;a1
street;7;adj;a1
future;7;adj;a1
display;6;verb;b2
stretch;6;verb;b2
disturb;6;verb;b2
urge;6;verb;b2
dare;6;verb;b2
format;6;verb;b2
charge;6;verb;b1
suffer;6;verb;b1
view;6;verb;a2
save;6;verb;a2
sort;6;verb;a2
carpet;6;verb;a2
continue;6;verb;a2
perform;6;verb;a2
knock;6;verb;a2
enter;6;verb;a2
step;6;verb;a2
shake;6;verb;a2
hit;6;verb;a2
cost;6;verb;a1
milk;6;verb;a1
explain;6;verb;a1
create;6;verb;a1
post;6;verb;a1
picture;6;verb;a1
drive;6;verb;a1
remember;6;verb;a1
report;6;verb;a1
quarter;6;verb;a1
painfully;6;undef;other
metamorphosis;6;undef;other
slightest;6;undef;other
unless;6;undef;b1
unfortunately;6;undef;a2
anyway;6;undef;a2
easily;6;undef;a2
look after;6;phrverb;other
get into;6;phrverb;other
get to;6;phrverb;other
stand up;6;phrverb;other
consideration;6;noun;b2
distribution;6;noun;b2
collection;6;noun;b1
web;6;noun;a2
habit;6;noun;a2
owner;6;noun;a2
sheet;6;noun;a2
newspaper;6;noun;a1
foot;6;noun;a1
month;6;noun;a1
apple;6;noun;a1
person;6;noun;a1
air;6;noun;a1
idea;6;noun;a1
lying;6;adj;other
unable;6;adj;b1
aware;6;adj;b1
particular;6;adj;a2
impossible;6;adj;a2
either;6;adj;a2
fresh;6;adj;a2
sure;6;adj;a1
wrong;6;adj;a1
five;6;adj;a1
early;6;adj;a1
small;6;adj;a1
hiss;5;verb;other
glance;5;verb;c1
spare;5;verb;b2
overcome;5;verb;b2
obtain;5;verb;b2
slide;5;verb;b2
whisper;5;verb;b2
contact;5;verb;b1
waste;5;verb;b1
set;5;verb;b1
limit;5;verb;b1
file;5;verb;b1
hang;5;verb;b1
lack;5;verb;b1
bite;5;verb;a2
accept;5;verb;a2
support;5;verb;a2
consider;5;verb;a2
experience;5;verb;a2
finger;5;verb;a2
empty;5;verb;a2
wish;5;verb;a2
skirt;5;verb;a1
walk;5;verb;a1
thank;5;verb;a1
slow;5;verb;a1
coat;5;verb;a1
check;5;verb;a1
talk;5;verb;a1
believe;5;verb;a1
choose;5;verb;a1
wake;5;verb;a1
return;5;verb;a1
hope;5;verb;a1
arrive;5;verb;a1
form;5;verb;a1
bear;5;verb;a1
clock;5;verb;a1
decide;5;verb;a1
fill;5;verb;a1
wyllie;5;undef;other
alright;5;undef;other
harder;5;undef;other
david;5;undef;other
freely;5;undef;b2
beside;5;undef;b2
seriously;5;undef;b1
within;5;undef;b1
indeed;5;undef;b1
asleep;5;undef;a2
quietly;5;undef;a2
loudly;5;undef;a2
look round;5;phrverb;other
do with;5;phrverb;other
come to;5;phrverb;other
carry on;5;phrverb;other
room in;5;phrverb;other
go in;5;phrverb;other
go into;5;phrverb;other
look out;5;phrverb;other
speak to;5;phrverb;other
broom;5;noun;other
replacement;5;noun;c1
compliance;5;noun;c1
edition;5;noun;b2
gentleman;5;noun;b1
decision;5;noun;a2
nobody;5;noun;a1
fact;5;noun;a1
hat;5;noun;a1
lot;5;noun;a1
bedroom;5;noun;a1
friend;5;noun;a1
immobile;5;adj;other
glad;5;adj;b1
medium;5;adj;b1
immediate;5;adj;b1
silent;5;adj;b1
patient;5;adj;a2
wide;5;adj;a2
necessary;5;adj;a2
usual;5;adj;a2
human;5;adj;a2
enormous;5;adj;a2
friendly;5;adj;a1
late;5;adj;a1
short;5;adj;a1
shove;4;verb;other
fetch;4;verb;other
cough;4;verb;other
strain;4;verb;c1
flee;4;verb;c1
nod;4;verb;c1
defect;4;verb;c1
chase;4;verb;b2
delay;4;verb;b2
abandon;4;verb;b2
stare;4;verb;b2
rid;4;verb;b2
astonish;4;verb;b2
beg;4;verb;b2
entertain;4;verb;b1
sink;4;verb;b1
indicate;4;verb;b1
persuade;4;verb;b1
locate;4;verb;b1
spot;4;verb;b1
injure;4;verb;b1
mix;4;verb;b1
respect;4;verb;b1
flow;4;verb;b1
annoy;4;verb;b1
drop;4;verb;a2
link;4;verb;a2
control;4;verb;a2
contain;4;verb;a2
dream;4;verb;a2
shoulder;4;verb;a2
corner;4;verb;a2
smell;4;verb;a2
blow;4;verb;a2
top;4;verb;a2
touch;4;verb;a2
pocket;4;verb;a2
tip;4;verb;a2
fail;4;verb;a2
lead;4;verb;a2
refuse;4;verb;a2
line;4;verb;a1
page;4;verb;a1
meet;4;verb;a1
number;4;verb;a1
break;4;verb;a1
imagine;4;verb;a1
wear;4;verb;a1
phrase;4;verb;a1
prepare;4;verb;a1
amaze;4;verb;a1
plan;4;verb;a1
kafka;4;undef;other
anxiously;4;undef;other
feet;4;undef;other
org;4;undef;other
franz;4;undef;other
teeth;4;undef;other
locksmith;4;undef;other
gently;4;undef;other
nonetheless;4;undef;c1
merely;4;undef;c1
entirely;4;undef;b2
whatever;4;undef;b1
breathe;4;undef;b1
backwards;4;undef;b1
obviously;4;undef;b1
highly;4;undef;b1
exactly;4;undef;a2
rather;4;undef;a2
go away;4;phrverb;other
get out;4;phrverb;other
carry out;4;phrverb;other
bend down;4;phrverb;other
open up;4;phrverb;other
go for;4;phrverb;other
go on;4;phrverb;other
hold back;4;phrverb;other
go out;4;phrverb;other
hand in;4;phrverb;other
look up;4;phrverb;other
call out;4;phrverb;other
key in;4;phrverb;other
give up;4;phrverb;other
get in;4;phrverb;other
occur to;4;phrverb;other
jaw;4;noun;other
disclaimer;4;noun;other
requirement;4;noun;b2
self;4;noun;b2
confidence;4;noun;b2
briefly;4;noun;b2
expense;4;noun;b2
darkness;4;noun;b2
difficulty;4;noun;b1
stranger;4;noun;b1
mood;4;noun;b1
entrance;4;noun;b1
fur;4;noun;b1
lady;4;noun;a2
anywhere;4;noun;a2
min;4;noun;a2
somewhere;4;noun;a2
opportunity;4;noun;a2
employer;4;noun;a2
equipment;4;noun;a2
injury;4;noun;a2
appearance;4;noun;a2
site;4;noun;a2
situation;4;noun;a1
online;4;noun;a1
somebody;4;noun;a1
dinner;4;noun;a1
hair;4;noun;a1
today;4;noun;a1
letter;4;noun;a1
country;4;noun;a1
status;4;adj;b2
additional;4;adj;b2
mission;4;adj;b2
slight;4;adj;b2
entire;4;adj;b2
sensible;4;adj;b1
careful;4;adj;a2
heavy;4;adj;a2
dark;4;adj;a1
best;4;adj;a1
computer;4;adj;a1
animal;4;adj;a1
four;4;adj;a1
high;4;adj;a1
important;4;adj;a1
strong;4;adj;a1
brown;4;adj;a1
ready;4;adj;a1
despair;3;verb;other
faint;3;verb;other
tug;3;verb;other
redistribute;3;verb;other
outstretch;3;verb;other
hop;3;verb;other
sew;3;verb;other
sacrifice;3;verb;c1
bow;3;verb;c1
bare;3;verb;c1
swing;3;verb;c1
bind;3;verb;b2
struggle;3;verb;b2
firm;3;verb;b2
drag;3;verb;b2
appeal;3;verb;b2
rub;3;verb;b2
impose;3;verb;b2
occupy;3;verb;b2
regret;3;verb;b2
insist;3;verb;b2
accuse;3;verb;b2
grant;3;verb;b2
silence;3;verb;b2
contract;3;verb;b2
anger;3;verb;b2
dust;3;verb;b1
content;3;verb;b1
upset;3;verb;b1
translate;3;verb;b1
bend;3;verb;b1
intend;3;verb;b1
cap;3;verb;b1
convince;3;verb;b1
total;3;verb;b1
contrast;3;verb;b1
donate;3;verb;b1
sample;3;verb;b1
require;3;verb;b1
admit;3;verb;b1
rent;3;verb;b1
cross;3;verb;a2
manage;3;verb;a2
seat;3;verb;a2
stamp;3;verb;a2
prevent;3;verb;a2
direct;3;verb;a2
print;3;verb;a2
offer;3;verb;a2
produce;3;verb;a2
matter;3;verb;a2
ring;3;verb;a2
avoid;3;verb;a2
service;3;verb;a2
double;3;verb;a2
reduce;3;verb;a2
distance;3;verb;a2
destroy;3;verb;a2
button;3;verb;a2
reply;3;verb;a2
narrow;3;verb;a2
protect;3;verb;a2
salt;3;verb;a1
bank;3;verb;a1
water;3;verb;a1
warm;3;verb;a1
cook;3;verb;a1
rain;3;verb;a1
cloth;3;verb;a1
repeat;3;verb;a1
climb;3;verb;a1
interest;3;verb;a1
address;3;verb;a1
point;3;verb;a1
test;3;verb;a1
bottle;3;verb;a1
house;3;verb;a1
visit;3;verb;a1
share;3;verb;a1
date;3;verb;a1
clean;3;verb;a1
peacefully;3;undef;other
conservatory;3;undef;other
midday;3;undef;other
warranties;3;undef;other
christmas;3;undef;other
realise;3;undef;other
misfortune;3;undef;other
salesmen;3;undef;other
easier;3;undef;other
closer;3;undef;other
calmly;3;undef;other
lightly;3;undef;other
royalty;3;undef;other
whatsoever;3;undef;c1
partly;3;undef;b2
relatively;3;undef;b2
meanwhile;3;undef;b1
directly;3;undef;b1
heavily;3;undef;b1
throughout;3;undef;b1
particularly;3;undef;b1
absolutely;3;undef;b1
properly;3;undef;b1
yet;3;undef;a2
except;3;undef;a2
normally;3;undef;a2
recently;3;undef;a2
extremely;3;undef;a2
usually;3;undef;a1
ago;3;undef;a1
get through;3;phrverb;other
do without;3;phrverb;other
run after;3;phrverb;other
have in;3;phrverb;other
be out;3;phrverb;other
come round;3;phrverb;other
make up;3;phrverb;other
eat in;3;phrverb;other
run into;3;phrverb;other
come out;3;phrverb;other
work on;3;phrverb;other
do in;3;phrverb;other
look back;3;phrverb;other
sofa;3;noun;other
hallway;3;noun;other
liability;3;noun;other
beard;3;noun;other
belly;3;noun;other
entity;3;noun;c1
sake;3;noun;c1
debt;3;noun;b2
limitation;3;noun;b2
cheek;3;noun;b2
hunger;3;noun;b2
improvement;3;noun;b1
conclusion;3;noun;b1
location;3;noun;b1
receipt;3;noun;b1
payment;3;noun;b1
sir;3;noun;a2
weight;3;noun;a2
method;3;noun;a2
purpose;3;noun;a2
user;3;noun;a2
death;3;noun;a2
neck;3;noun;a2
behaviour;3;noun;a2
success;3;noun;a1
email;3;noun;a1
town;3;noun;a1
news;3;noun;a1
girl;3;noun;a1
ear;3;noun;a1
company;3;noun;a1
paper;3;noun;a1
week;3;noun;a1
piece;3;noun;a1
cheese;3;noun;a1
coffee;3;noun;a1
child;3;noun;a1
member;3;noun;a1
daughter;3;noun;a1
greatest;3;adj;other
understood;3;adj;other
defective;3;adj;other
derivative;3;adj;other
uneasy;3;adj;other
suspicious;3;adj;c1
applicable;3;adj;c1
contrary;3;adj;c1
broad;3;adj;b2
stiff;3;adj;b2
deeply;3;adj;b2
lively;3;adj;b2
fond;3;adj;b2
sudden;3;adj;b1
suitable;3;adj;b1
proper;3;adj;b1
horrible;3;adj;b1
various;3;adj;b1
current;3;adj;b1
official;3;adj;b1
general;3;adj;a2
simple;3;adj;a2
comfortable;3;adj;a2
inside;3;adj;a2
dead;3;adj;a2
secret;3;adj;a2
available;3;adj;a2
deep;3;adj;a2
gold;3;adj;a2
alone;3;adj;a2
grey;3;adj;a1
second;3;adj;a1
six;3;adj;a1
sad;3;adj;a1
afraid;3;adj;a1
true;3;adj;a1
big;3;adj;a1
young;3;adj;a1
bad;3;adj;a1
cold;3;adj;a1
fast;3;adj;a1
main;3;adj;a1
large;3;adj;a1
itch;2;verb;other
bolt;2;verb;other
spit;2;verb;other
reproach;2;verb;other
gush;2;verb;other
exhaust;2;verb;other
polish;2;verb;other
mingle;2;verb;other
dissuade;2;verb;other
tremble;2;verb;other
protrude;2;verb;other
scrap;2;verb;other
pierce;2;verb;other
awake;2;verb;other
curse;2;verb;other
thump;2;verb;other
suffocate;2;verb;other
lay;2;verb;other
sway;2;verb;other
solicit;2;verb;other
splash;2;verb;other
poke;2;verb;other
lodge;2;verb;other
scurry;2;verb;other
exempt;2;verb;other
distress;2;verb;c1
breach;2;verb;c1
neglect;2;verb;c1
lap;2;verb;c1
grasp;2;verb;c1
wipe;2;verb;c1
sack;2;verb;c1
snap;2;verb;c1
sigh;2;verb;c1
endure;2;verb;c1
tender;2;verb;c1
accumulate;2;verb;c1
excuse;2;verb;b2
derive;2;verb;b2
dull;2;verb;b2
collapse;2;verb;b2
gain;2;verb;b2
acquire;2;verb;b2
unfold;2;verb;b2
declare;2;verb;b2
register;2;verb;b2
frequent;2;verb;b2
load;2;verb;b2
specify;2;verb;b2
imply;2;verb;b2
transform;2;verb;b2
threaten;2;verb;b2
resolve;2;verb;b2
panic;2;verb;b2
calculate;2;verb;b2
regard;2;verb;b2
harm;2;verb;b2
steady;2;verb;b2
crack;2;verb;b2
secure;2;verb;b2
peer;2;verb;b2
convert;2;verb;b2
sweep;2;verb;b2
shame;2;verb;b2
interrupt;2;verb;b2
approach;2;verb;b2
handle;2;verb;b2
pride;2;verb;b2
permit;2;verb;b2
maintain;2;verb;b2
demand;2;verb;b2
attract;2;verb;b1
update;2;verb;b1
exchange;2;verb;b1
determine;2;verb;b1
edge;2;verb;b1
freeze;2;verb;b1
judge;2;verb;b1
promote;2;verb;b1
confirm;2;verb;b1
claim;2;verb;b1
kiss;2;verb;b1
roll;2;verb;b1
profit;2;verb;b1
ignore;2;verb;b1
reference;2;verb;b1
confuse;2;verb;b1
gather;2;verb;b1
staff;2;verb;b1
frighten;2;verb;b1
frame;2;verb;b1
remind;2;verb;b1
release;2;verb;b1
appreciate;2;verb;b1
effect;2;verb;a2
size;2;verb;a2
mention;2;verb;a2
suggest;2;verb;a2
base;2;verb;a2
discover;2;verb;a2
comment;2;verb;a2
express;2;verb;a2
request;2;verb;a2
smoke;2;verb;a2
attack;2;verb;a2
cash;2;verb;a2
hide;2;verb;a2
thin;2;verb;a2
taste;2;verb;a2
dry;2;verb;a2
achieve;2;verb;a2
depend;2;verb;a2
rock;2;verb;a2
fix;2;verb;a2
fear;2;verb;a2
research;2;verb;a2
arrange;2;verb;a2
pass;2;verb;a2
hurt;2;verb;a2
sense;2;verb;a2
shop;2;verb;a1
sentence;2;verb;a1
love;2;verb;a1
describe;2;verb;a1
rule;2;verb;a1
sell;2;verb;a1
laugh;2;verb;a1
add;2;verb;a1
age;2;verb;a1
trip;2;verb;a1
name;2;verb;a1
weather;2;verb;a1
spring;2;verb;a1
price;2;verb;a1
drink;2;verb;a1
enjoy;2;verb;a1
subject;2;verb;a1
miss;2;verb;a1
win;2;verb;a1
space;2;verb;a1
detail;2;verb;a1
mistake;2;verb;a1
school;2;verb;a1
boot;2;verb;a1
pane;2;undef;other
fro;2;undef;other
irritation;2;undef;other
companions;2;undef;other
readable;2;undef;other
vigorously;2;undef;other
fists;2;undef;other
royalties;2;undef;other
warranty;2;undef;other
redistribution;2;undef;other
fretsaw;2;undef;other
swang;2;undef;other
tightly;2;undef;other
widest;2;undef;other
unheard;2;undef;other
stubbornness;2;undef;other
weaker;2;undef;other
electronically;2;undef;other
burdensome;2;undef;other
anna;2;undef;other
excitedly;2;undef;other
stairway;2;undef;other
ascii;2;undef;other
corpse;2;undef;other
hungrier;2;undef;other
dung;2;undef;other
michael;2;undef;other
tidied;2;undef;other
fist;2;undef;other
hart;2;undef;other
heaviest;2;undef;other
pglaf;2;undef;other
prominently;2;undef;other
unwell;2;undef;other
banister;2;undef;other
travellers;2;undef;other
permanently;2;undef;b2
moreover;2;undef;b2
somewhat;2;undef;b2
afterwards;2;undef;b2
thus;2;undef;b2
besides;2;undef;b2
closely;2;undef;b2
frequently;2;undef;b1
unlike;2;undef;b1
surely;2;undef;b1
eventually;2;undef;b1
fortunately;2;undef;a2
definitely;2;undef;a2
stupid;2;undef;a2
everywhere;2;undef;a2
badly;2;undef;a2
fifteen;2;undef;a1
twice;2;undef;a1
turn to;2;phrverb;other
play with;2;phrverb;other
put on;2;phrverb;other
break out;2;phrverb;other
back out;2;phrverb;other
hear about;2;phrverb;other
look on;2;phrverb;other
set aside;2;phrverb;other
sit with;2;phrverb;other
sit up;2;phrverb;other
fall into;2;phrverb;other
get back;2;phrverb;other
fit out;2;phrverb;other
pick up;2;phrverb;other
live in;2;phrverb;other
head out;2;phrverb;other
take it;2;phrverb;other
take away;2;phrverb;other
join in;2;phrverb;other
give in;2;phrverb;other
sleep on;2;phrverb;other
sleep in;2;phrverb;other
start out;2;phrverb;other
pay for;2;phrverb;other
clean up;2;phrverb;other
get it;2;phrverb;other
go over;2;phrverb;other
fall down;2;phrverb;other
owe to;2;phrverb;other
calm down;2;phrverb;other
move in;2;phrverb;other
break into;2;phrverb;other
find out;2;phrverb;other
stretch out;2;phrverb;other
leave on;2;phrverb;other
stay in;2;phrverb;other
set off;2;phrverb;other
take over;2;phrverb;other
come on;2;phrverb;other
turn out;2;phrverb;other
bring in;2;phrverb;other
keep up;2;phrverb;other
take on;2;phrverb;other
talk at;2;phrverb;other
get over;2;phrverb;other
sit in;2;phrverb;other
prohibition;2;noun;other
bed;2;noun;other
relaxation;2;noun;other
fog;2;noun;other
salesman;2;noun;other
gratitude;2;noun;other
amazement;2;noun;other
tram;2;noun;other
nightgown;2;noun;other
lieu;2;noun;other
overview;2;noun;other
vanilla;2;noun;other
collar;2;noun;other
overcoat;2;noun;other
men;2;noun;other
transformation;2;noun;c1
confirmation;2;noun;c1
behalf;2;noun;c1
tenant;2;noun;c1
miracle;2;noun;c1
provision;2;noun;c1
accordance;2;noun;c1
contribution;2;noun;b2
concentration;2;noun;b2
restriction;2;noun;b2
instance;2;noun;b2
circumstance;2;noun;b2
confusion;2;noun;b2
prospect;2;noun;b2
concept;2;noun;b2
enquiry;2;noun;b2
disappointment;2;noun;b2
failure;2;noun;b2
certainty;2;noun;b2
addition;2;noun;b1
duty;2;noun;b1
connection;2;noun;b1
property;2;noun;b1
impression;2;noun;b1
emotion;2;noun;b1
complaint;2;noun;b1
dirt;2;noun;b1
generation;2;noun;b1
performance;2;noun;b1
lip;2;noun;b1
danger;2;noun;a2
couple;2;noun;a2
task;2;noun;a2
item;2;noun;a2
stair;2;noun;a2
bone;2;noun;a2
arrangement;2;noun;a2
lamp;2;noun;a2
possibility;2;noun;a2
sauce;2;noun;a2
expression;2;noun;a2
assistant;2;noun;a2
hospital;2;noun;a1
action;2;noun;a1
son;2;noun;a1
meat;2;noun;a1
brother;2;noun;a1
bread;2;noun;a1
hundred;2;noun;a1
city;2;noun;a1
hotel;2;noun;a1
wife;2;noun;a1
visitor;2;noun;a1
insistent;2;adj;other
stubborn;2;adj;other
adhesive;2;adj;other
considerate;2;adj;other
smaller;2;adj;other
unbearable;2;adj;other
warning;2;adj;other
indifferent;2;adj;other
cautious;2;adj;c1
principal;2;adj;b2
unexpected;2;adj;b2
curious;2;adj;b2
numerous;2;adj;b2
federal;2;adj;b2
sensitive;2;adj;b2
strict;2;adj;b2
considerable;2;adj;b2
elderly;2;adj;b2
intellectual;2;adj;b2
plain;2;adj;b2
innocent;2;adj;b1
commercial;2;adj;b1
previous;2;adj;b1
obvious;2;adj;b1
unpleasant;2;adj;b1
familiar;2;adj;b1
leather;2;adj;b1
painful;2;adj;b1
unnecessary;2;adj;b1
mad;2;adj;b1
legal;2;adj;b1
peaceful;2;adj;b1
active;2;adj;a2
less;2;adj;a2
weak;2;adj;a2
choice;2;adj;a2
certain;2;adj;a2
wooden;2;adj;a2
electric;2;adj;a2
physical;2;adj;a2
beautiful;2;adj;a1
eight;2;adj;a1
special;2;adj;a1
opposite;2;adj;a1
ten;2;adj;a1
hot;2;adj;a1
real;2;adj;a1
minute;2;adj;a1
hungry;2;adj;a1
glass;2;adj;a1
vegetable;2;adj;a1
holiday;2;adj;a1
quick;2;adj;a1
muffle;1;verb;other
bang;1;verb;other
captivate;1;verb;other
rearrange;1;verb;other
soften;1;verb;other
flap;1;verb;other
blossom;1;verb;other
squeak;1;verb;other
peel;1;verb;other
construe;1;verb;other
shudder;1;verb;other
unlock;1;verb;other
implore;1;verb;other
adjoin;1;verb;other
reappear;1;verb;other
transcribe;1;verb;other
tick;1;verb;other
numb;1;verb;other
bombard;1;verb;other
yearn;1;verb;other
feed;1;verb;other
wink;1;verb;other
exclaim;1;verb;other
chew;1;verb;other
proofread;1;verb;other
sadden;1;verb;other
rename;1;verb;other
repel;1;verb;other
hug;1;verb;other
persecute;1;verb;other
assail;1;verb;other
revolt;1;verb;other
enunciate;1;verb;other
incarcerate;1;verb;other
